Kelime,Sıklık
enflasyon,6217
fiyat,3162
ücret,3983
maaş,2040
ekonomi,1899
tüketici,874
merkez,2380
banka,752
faiz,2135
artış,2896
yüksek,4431
düşük,3479
oran,559
gıda,1072
enerji,615
tüfe,261
üfe,54
kur,488
döviz,562
büyüme,380
